t, aX, aY, aZ, gX, gY, gZ
3.6500, -1.00, 0.06, 0.09, 1.77, -1.34, 0.06
3.6533, -1.00, 0.07, 0.09, 1.65, -1.77, 0.06
3.6567, -1.01, 0.06, 0.08, 1.40, -2.07, 0.00
3.6600, -1.00, 0.07, 0.09, 1.34, -2.44, 0.06
3.6633, -1.00, 0.06, 0.08, 1.40, -2.74, -0.06
3.6667, -1.00, 0.06, 0.09, 1.40, -3.11, -0.18
3.6700, -1.00, 0.06, 0.08, 1.16, -3.48, -0.18
3.6733, -1.00, 0.06, 0.09, 1.10, -3.78, -0.37
3.6767, -1.00, 0.07, 0.09, 1.28, -4.15, -0.55
3.6800, -1.00, 0.06, 0.08, 1.10, -4.39, -0.49
3.6833, -1.00, 0.06, 0.08, 1.16, -4.63, -0.67
3.6867, -1.00, 0.06, 0.09, 1.22, -4.82, -0.73
3.6900, -1.00, 0.06, 0.08, 1.28, -5.06, -0.79
3.6933, -1.00, 0.06, 0.10, 1.10, -5.24, -0.79
3.6967, -1.01, 0.06, 0.09, 1.16, -5.43, -0.85
3.7000, -1.00, 0.05, 0.08, 1.71, -1.04, 0.00
3.7033, -1.00, 0.05, 0.09, 1.65, -1.34, -0.12
3.7067, -1.00, 0.06, 0.09, 1.52, -1.65, -0.18
3.7100, -1.00, 0.06, 0.08, 1.52, -1.83, -0.24
3.7133, -1.00, 0.05, 0.09, 1.52, -2.01, -0.24
3.7167, -1.00, 0.06, 0.09, 1.46, -2.26, -0.30
3.7200, -1.00, 0.06, 0.09, 1.40, -2.50, -0.24
3.7233, -1.00, 0.07, 0.09, 1.40, -2.74, -0.24
3.7267, -1.01, 0.07, 0.09, 1.34, -2.93, -0.30
3.7300, -1.00, 0.06, 0.10, 1.22, -3.11, -0.43
3.7333, -1.00, 0.06, 0.09, 1.28, -3.23, -0.49
3.7367, -1.00, 0.05, 0.09, 1.34, -3.54, -0.55
3.7400, -1.00, 0.06, 0.10, 1.22, -3.60, -0.55
3.7433, -1.00, 0.06, 0.10, 1.16, -3.72, -0.49
3.7467, -1.00, 0.06, 0.10, 1.16, -4.02, -0.49
3.7500, -1.00, 0.06, 0.10, 1.10, -3.78, -0.49
3.7533, -0.99, 0.06, 0.09, 1.10, -4.02, -0.43
3.7567, -1.00, 0.06, 0.10, 1.22, -3.84, -0.43
3.7600, -1.01, 0.06, 0.11, 1.16, -3.96, -0.55
3.7633, -1.00, 0.06, 0.10, 1.16, -3.96, -0.55
3.7667, -1.00, 0.05, 0.10, 1.28, -3.90, -0.43
3.7700, -0.99, 0.05, 0.10, 1.28, -3.78, -0.49
3.7733, -0.99, 0.06, 0.10, 1.22, -3.66, -0.43
3.7767, -0.98, 0.07, 0.10, 1.28, -3.54, -0.49
3.7800, -1.00, 0.05, 0.10, 1.28, -3.29, -0.24
3.7833, -0.99, 0.05, 0.10, 1.40, -3.17, -0.37
3.7867, -1.00, 0.06, 0.10, 1.28, -3.05, -0.24
3.7900, -1.00, 0.06, 0.09, 1.34, -2.87, -0.30
3.7933, -0.99, 0.06, 0.10, 1.46, -2.62, -0.24
3.7967, -1.00, 0.06, 0.12, 1.34, -2.50, -0.18
3.8000, -1.00, 0.05, 0.12, 1.46, -2.13, -0.12
3.8033, -1.00, 0.06, 0.11, 1.46, -1.83, -0.30
3.8067, -0.99, 0.06, 0.11, 1.52, -1.65, -0.18
3.8100, -0.99, 0.06, 0.11, 1.65, -1.28, -0.18
3.8133, -1.00, 0.06, 0.11, 1.65, -1.04, -0.18
3.8167, -1.00, 0.06, 0.13, 1.65, -0.73, -0.18
3.8200, -1.00, 0.05, 0.12, 1.65, -0.37, -0.06
3.8233, -1.00, 0.07, 0.10, 1.65, -0.12, -0.06
3.8267, -1.00, 0.05, 0.12, 1.65, 0.06, -0.06
3.8300, -1.00, 0.06, 0.11, 1.71, 0.37, -0.18
3.8333, -0.99, 0.06, 0.12, 1.77, 0.61, -0.18
3.8367, -0.99, 0.05, 0.12, 1.77, 1.04, -0.06
3.8400, -0.99, 0.05, 0.10, 1.77, 1.34, -0.06
3.8433, -1.00, 0.06, 0.10, 1.89, 1.52, 0.00
3.8467, -1.00, 0.06, 0.11, 1.89, 1.65, 0.00
3.8500, -1.00, 0.05, 0.10, 1.95, 1.83, 0.00
3.8533, -1.00, 0.06, 0.10, 2.01, 2.13, 0.00
3.8567, -1.00, 0.05, 0.09, 2.07, 2.32, 0.00
3.8600, -1.00, 0.06, 0.10, 2.01, 2.38, 0.06
3.8633, -1.00, 0.06, 0.09, 2.01, 2.44, 0.18
3.8667, -0.99, 0.06, 0.11, 2.07, 2.62, 0.18
3.8700, -1.00, 0.06, 0.12, 2.07, 2.68, 0.18
3.8733, -1.01, 0.06, 0.11, 2.01, 2.80, 0.18
3.8767, -1.00, 0.06, 0.10, 1.95, 2.93, 0.18
3.8800, -1.00, 0.06, 0.11, 2.07, 2.87, 0.12
3.8833, -1.00, 0.06, 0.10, 1.95, 2.93, 0.06
3.8867, -1.00, 0.06, 0.10, 1.89, 2.87, 0.00
3.8900, -1.00, 0.06, 0.09, 2.01, 2.80, 0.24
3.8933, -1.00, 0.05, 0.10, 2.13, 2.87, 0.12
3.8967, -1.00, 0.06, 0.10, 2.01, 2.62, 0.06
3.9000, -1.00, 0.05, 0.09, 1.95, 2.50, 0.24
3.9033, -1.00, 0.06, 0.11, 1.95, 2.56, 0.00
3.9067, -1.01, 0.05, 0.09, 2.13, 2.32, 0.06
3.9100, -1.00, 0.06, 0.07, 2.07, 2.26, 0.06
3.9133, -1.00, 0.05, 0.11, 2.07, 2.13, 0.12
3.9167, -1.00, 0.06, 0.09, 2.07, 1.83, 0.06
3.9200, -1.01, 0.06, 0.08, 1.95, 1.65, 0.18
3.9233, -1.01, 0.05, 0.08, 1.95, 1.46, 0.06
3.9267, -1.01, 0.06, 0.09, 1.95, 1.16, 0.06
3.9300, -1.00, 0.06, 0.09, 1.89, 1.10, 0.00
3.9333, -1.00, 0.06, 0.09, 1.89, 0.98, 0.12
3.9367, -1.00, 0.07, 0.08, 1.83, 0.73, 0.06
3.9400, -1.00, 0.06, 0.09, 1.89, 0.61, 0.00
3.9433, -1.01, 0.07, 0.09, 1.83, 0.30, 0.00
3.9467, -1.00, 0.06, 0.10, 1.71, 0.06, -0.06
3.9500, -1.01, 0.06, 0.09, 1.83, -0.06, 0.00
3.9533, -1.00, 0.06, 0.08, 1.71, -0.43, 0.00
3.9567, -1.00, 0.05, 0.09, 1.77, -0.73, -0.18
3.9600, -1.00, 0.06, 0.10, 1.83, -0.91, -0.24
3.9633, -1.00, 0.06, 0.10, 1.71, -1.04, -0.12
3.9667, -1.00, 0.06, 0.08, 1.59, -1.16, -0.18
3.9700, -1.00, 0.06, 0.09, 1.65, -1.46, -0.24
3.9733, -1.00, 0.06, 0.08, 1.46, -1.52, -0.24
3.9767, -1.00, 0.06, 0.10, 1.46, -1.65, -0.30
3.9800, -1.00, 0.06, 0.09, 1.46, -1.95, -0.37
3.9833, -1.00, 0.06, 0.09, 1.52, -2.20, -0.43
3.9867, -1.00, 0.07, 0.09, 1.46, -2.26, -0.37
3.9900, -1.00, 0.07, 0.08, 1.52, -2.44, -0.43
3.9933, -1.00, 0.06, 0.09, 1.40, -2.50, -0.43
3.9967, -0.99, 0.07, 0.11, 1.46, -2.68, -0.49
4.0000, -0.99, 0.07, 0.09, 1.46, -2.68, -0.30
4.0033, -1.00, 0.06, 0.09, 1.59, -2.68, -0.37
4.0067, -1.00, 0.06, 0.09, 1.34, -2.74, -0.37
4.0100, -1.00, 0.06, 0.09, 1.34, -2.80, -0.37
4.0133, -1.00, 0.06, 0.11, 1.16, -2.87, -0.24
4.0167, -0.99, 0.06, 0.10, 1.34, -2.74, -0.30
4.0200, -1.01, 0.06, 0.09, 1.34, -2.68, -0.18
4.0233, -0.99, 0.07, 0.09, 1.28, -2.62, -0.30
4.0267, -1.00, 0.06, 0.10, 1.34, -2.56, -0.30
4.0300, -1.00, 0.06, 0.10, 1.59, -2.62, -0.30
4.0333, -1.00, 0.05, 0.11, 1.65, -2.68, -0.24
4.0367, -1.00, 0.06, 0.10, 1.59, -2.56, -0.24
4.0400, -1.00, 0.05, 0.10, 1.52, -2.26, -0.37
4.0433, -0.99, 0.06, 0.10, 1.46, -2.13, -0.24
4.0467, -1.00, 0.05, 0.12, 1.46, -2.01, -0.24
4.0500, -1.00, 0.06, 0.08, 1.59, -1.83, -0.30
4.0533, -1.00, 0.06, 0.10, 1.46, -1.71, -0.30
4.0567, -0.99, 0.06, 0.10, 1.65, -1.52, -0.24
4.0600, -0.99, 0.05, 0.12, 1.52, -1.46, -0.18
4.0633, -1.00, 0.06, 0.09, 1.59, -1.04, -0.18
4.0667, -1.00, 0.06, 0.11, 1.65, -0.85, -0.24
4.0700, -0.99, 0.06, 0.10, 1.59, -0.73, -0.18
4.0733, -1.00, 0.07, 0.10, 1.71, -0.61, -0.18
4.0767, -1.00, 0.06, 0.12, 1.65, -0.37, -0.24
4.0800, -1.00, 0.06, 0.12, 1.71, -0.06, -0.12
4.0833, -0.99, 0.06, 0.09, 1.77, 0.00, -0.18
4.0867, -1.00, 0.05, 0.10, 1.77, 0.24, -0.18
4.0900, -0.99, 0.06, 0.11, 1.65, 0.49, -0.12
4.0933, -0.99, 0.06, 0.11, 1.83, 0.67, 0.00
4.0967, -0.99, 0.06, 0.09, 1.83, 0.79, 0.00
4.1000, -1.00, 0.06, 0.11, 1.95, 0.91, -0.06
4.1033, -0.99, 0.06, 0.10, 1.89, 1.16, -0.12
4.1067, -1.01, 0.06, 0.11, 1.89, 1.40, -0.06
4.1100, -1.00, 0.06, 0.09, 1.89, 1.46, 0.00
4.1133, -1.00, 0.05, 0.11, 1.83, 1.46, 0.00
4.1167, -1.00, 0.06, 0.10, 1.95, 1.71, 0.00
4.1200, -1.00, 0.07, 0.09, 1.95, 1.77, 0.06
4.1233, -0.99, 0.06, 0.09, 1.83, 1.89, 0.00
4.1267, -0.99, 0.06, 0.09, 1.89, 2.01, 0.06
4.1300, -1.00, 0.06, 0.10, 1.95, 2.01, 0.00
4.1333, -1.01, 0.06, 0.10, 1.95, 2.01, -0.06
4.1367, -1.00, 0.07, 0.09, 1.89, 2.07, 0.00
4.1400, -1.01, 0.06, 0.10, 1.77, 2.07, 0.06
4.1433, -1.00, 0.07, 0.09, 1.89, 1.95, -0.06
4.1467, -1.00, 0.05, 0.10, 1.89, 1.89, -0.06
4.1500, -1.00, 0.05, 0.10, 1.83, 1.89, 0.00
4.1533, -1.00, 0.06, 0.08, 1.95, 1.77, 0.06
4.1567, -1.00, 0.06, 0.09, 2.01, 1.71, 0.00
4.1600, -1.00, 0.06, 0.12, 1.95, 1.71, -0.06
4.1633, -1.00, 0.06, 0.09, 1.89, 1.65, 0.06
4.1667, -1.00, 0.06, 0.11, 2.01, 1.46, 0.06
4.1700, -1.00, 0.05, 0.09, 1.89, 1.28, -0.12
4.1733, -1.00, 0.05, 0.08, 1.77, 1.16, 0.00
4.1767, -1.00, 0.05, 0.09, 1.83, 1.10, 0.06
4.1800, -1.00, 0.06, 0.09, 1.83, 0.91, -0.06
4.1833, -1.00, 0.07, 0.08, 1.65, 0.73, -0.18
4.1867, -1.01, 0.06, 0.08, 1.71, 0.73, -0.12
4.1900, -1.00, 0.06, 0.08, 1.83, 0.55, -0.18
4.1933, -1.00, 0.06, 0.10, 1.71, 0.37, -0.12
4.1967, -1.00, 0.07, 0.09, 1.65, 0.12, -0.24
4.2000, -1.01, 0.06, 0.10, 1.71, 0.00, -0.06
4.2033, -1.00, 0.05, 0.09, 1.89, -0.30, -0.12
4.2067, -1.01, 0.07, 0.09, 1.83, -0.43, -0.12
4.2100, -1.00, 0.06, 0.09, 1.77, -0.55, -0.06
4.2133, -1.01, 0.06, 0.08, 1.65, -0.79, -0.12
4.2167, -1.00, 0.06, 0.09, 1.52, -0.85, -0.24
4.2200, -1.00, 0.06, 0.09, 1.46, -0.91, -0.24
4.2233, -1.00, 0.06, 0.09, 1.46, -1.34, -0.24
4.2267, -1.00, 0.06, 0.09, 1.46, -1.40, -0.24
4.2300, -1.00, 0.06, 0.10, 1.59, -1.40, -0.24
4.2333, -1.00, 0.06, 0.10, 1.65, -1.65, -0.12
4.2367, -1.00, 0.06, 0.09, 1.65, -1.83, -0.24
4.2400, -1.00, 0.06, 0.09, 1.65, -1.83, -0.24
4.2433, -1.00, 0.05, 0.10, 1.46, -1.83, -0.24
4.2467, -0.99, 0.07, 0.09, 1.52, -2.01, -0.24
4.2500, -1.00, 0.06, 0.10, 1.40, -1.95, -0.18
4.2533, -1.00, 0.06, 0.09, 1.46, -2.13, -0.24
4.2567, -1.00, 0.06, 0.10, 1.46, -2.07, -0.30
4.2600, -1.01, 0.06, 0.10, 1.46, -2.07, -0.18
4.2633, -1.00, 0.07, 0.09, 1.34, -2.07, -0.18
4.2667, -0.99, 0.06, 0.09, 1.40, -2.13, -0.24
4.2700, -1.00, 0.06, 0.08, 1.40, -2.13, -0.30
4.2733, -1.00, 0.06, 0.10, 1.52, -2.07, -0.30
4.2767, -1.00, 0.07, 0.09, 1.52, -2.07, -0.24
4.2800, -1.00, 0.05, 0.11, 1.46, -2.01, -0.30
4.2833, -0.99, 0.06, 0.09, 1.52, -1.77, -0.30
4.2867, -0.99, 0.06, 0.11, 1.46, -1.71, -0.30
4.2900, -1.00, 0.05, 0.10, 1.40, -1.89, -0.18
4.2933, -1.00, 0.07, 0.10, 1.46, -1.77, -0.24
4.2967, -1.00, 0.05, 0.10, 1.52, -1.59, -0.24
4.3000, -1.00, 0.06, 0.10, 1.52, -1.52, -0.18
4.3033, -1.01, 0.05, 0.10, 1.65, -1.40, -0.24
4.3067, -1.00, 0.06, 0.11, 1.71, -1.34, -0.30
4.3100, -1.00, 0.06, 0.09, 1.65, -1.04, -0.24
4.3133, -0.99, 0.06, 0.11, 1.71, -0.91, -0.18
4.3167, -0.99, 0.05, 0.09, 1.65, -0.73, -0.18
4.3200, -1.00, 0.05, 0.10, 1.52, -0.61, -0.12
4.3233, -1.00, 0.05, 0.11, 1.65, -0.43, -0.12
4.3267, -0.99, 0.06, 0.10, 1.89, -0.37, -0.12
4.3300, -1.00, 0.06, 0.10, 1.77, -0.18, -0.18
4.3333, -1.00, 0.06, 0.12, 1.77, 0.18, -0.24
4.3367, -0.99, 0.06, 0.10, 1.71, 0.30, -0.12
4.3400, -1.00, 0.06, 0.11, 1.71, 0.30, -0.12
4.3433, -1.00, 0.06, 0.10, 1.83, 0.37, 0.00
4.3467, -1.00, 0.06, 0.10, 1.83, 0.49, -0.06
4.3500, -1.00, 0.07, 0.10, 1.83, 0.55, -0.18
4.3533, -1.00, 0.06, 0.11, 1.77, 0.79, 0.00
4.3567, -1.00, 0.06, 0.12, 1.89, 0.79, 0.00
4.3600, -1.00, 0.06, 0.10, 1.95, 0.98, 0.00
4.3633, -0.99, 0.06, 0.11, 1.95, 0.98, 0.06
4.3667, -1.00, 0.06, 0.11, 1.95, 1.22, 0.00
4.3700, -1.00, 0.05, 0.10, 1.95, 1.22, 0.00
4.3733, -0.99, 0.06, 0.11, 1.83, 1.16, 0.00
4.3767, -1.00, 0.06, 0.10, 2.01, 1.34, 0.06
4.3800, -1.00, 0.06, 0.12, 1.89, 1.40, 0.00
4.3833, -0.99, 0.06, 0.09, 1.89, 1.46, -0.06
4.3867, -1.00, 0.06, 0.08, 1.95, 1.40, 0.00
4.3900, -0.99, 0.06, 0.10, 1.77, 1.28, 0.06
4.3933, -1.01, 0.06, 0.11, 1.89, 1.34, 0.12
4.3967, -1.00, 0.06, 0.09, 2.01, 1.28, 0.18
4.4000, -0.99, 0.06, 0.08, 1.89, 1.34, 0.06
4.4033, -1.00, 0.06, 0.10, 1.89, 1.34, 0.06
4.4067, -1.01, 0.06, 0.08, 1.77, 1.22, -0.06
4.4100, -0.99, 0.05, 0.09, 1.77, 1.16, -0.12
4.4133, -1.00, 0.05, 0.09, 1.77, 1.16, 0.06
4.4167, -1.00, 0.06, 0.11, 1.71, 1.10, -0.06
4.4200, -1.00, 0.06, 0.09, 1.77, 0.79, 0.00
4.4233, -1.00, 0.06, 0.09, 1.83, 0.79, -0.06
4.4267, -1.00, 0.06, 0.09, 1.77, 0.73, -0.06
4.4300, -1.00, 0.06, 0.09, 1.77, 0.61, -0.06
4.4333, -1.00, 0.06, 0.09, 1.89, 0.30, 0.06
4.4367, -1.00, 0.06, 0.09, 1.89, 0.18, -0.12
4.4400, -1.00, 0.06, 0.09, 1.77, 0.18, -0.12
4.4433, -1.00, 0.06, 0.08, 1.77, -0.06, -0.06
4.4467, -1.00, 0.05, 0.09, 1.59, -0.24, -0.06
4.4500, -1.01, 0.06, 0.08, 1.65, -0.18, -0.12
4.4533, -1.00, 0.06, 0.08, 1.65, -0.24, -0.18
4.4567, -1.00, 0.06, 0.08, 1.65, -0.49, -0.24
4.4600, -1.00, 0.06, 0.09, 1.65, -0.61, -0.30
4.4633, -1.00, 0.07, 0.08, 1.65, -0.61, -0.24
4.4667, -1.00, 0.06, 0.09, 1.71, -0.73, -0.12
4.4700, -1.01, 0.06, 0.10, 1.65, -0.85, -0.06
4.4733, -1.01, 0.06, 0.09, 1.59, -0.98, 0.00
4.4767, -1.00, 0.05, 0.08, 1.65, -1.10, -0.18
4.4800, -1.00, 0.05, 0.10, 1.52, -1.22, -0.24
4.4833, -1.00, 0.05, 0.10, 1.65, -1.34, -0.24
4.4867, -1.01, 0.06, 0.08, 1.46, -1.40, -0.06
4.4900, -1.00, 0.06, 0.09, 1.46, -1.46, -0.06
4.4933, -1.00, 0.06, 0.09, 1.40, -1.59, -0.24
4.4967, -1.00, 0.07, 0.10, 1.40, -1.65, -0.30
4.5000, -0.99, 0.06, 0.11, 1.83, 0.55, -0.12
4.5033, -1.00, 0.07, 0.10, 1.83, 0.61, -0.12
4.5067, -0.99, 0.05, 0.09, 1.83, 0.55, -0.06
4.5100, -1.00, 0.05, 0.11, 1.71, 0.67, -0.06
4.5133, -1.01, 0.06, 0.08, 1.77, 0.61, 0.00
4.5167, -1.00, 0.06, 0.09, 1.83, 0.55, -0.06
4.5200, -1.00, 0.05, 0.10, 1.71, 0.55, -0.12
4.5233, -1.00, 0.06, 0.10, 1.83, 0.55, -0.18
4.5267, -1.00, 0.06, 0.09, 1.83, 0.55, -0.12
4.5300, -1.00, 0.05, 0.09, 1.83, 0.61, 0.06
4.5333, -1.00, 0.06, 0.10, 1.83, 0.61, 0.06
4.5367, -1.00, 0.06, 0.10, 1.89, 0.67, 0.00
4.5400, -1.00, 0.05, 0.09, 1.89, 0.49, 0.00
4.5433, -1.00, 0.05, 0.08, 1.77, 0.43, -0.06
4.5467, -1.00, 0.07, 0.09, 1.65, 0.37, -0.18
4.5500, -1.00, 0.06, 0.10, 1.77, 0.30, -0.06
4.5533, -1.00, 0.06, 0.09, 1.77, 0.24, -0.12
4.5567, -1.00, 0.05, 0.09, 1.77, 0.18, -0.06
4.5600, -1.00, 0.07, 0.09, 1.71, 0.18, -0.12
4.5633, -1.00, 0.06, 0.09, 1.65, 0.12, -0.12
4.5667, -1.00, 0.06, 0.10, 1.77, 0.00, -0.12
4.5700, -1.00, 0.07, 0.09, 1.77, -0.12, -0.24
4.5733, -1.00, 0.06, 0.08, 1.71, -0.18, -0.12
4.5767, -1.01, 0.05, 0.09, 1.65, -0.24, -0.06
4.5800, -1.00, 0.06, 0.09, 1.83, -0.24, -0.06
4.5833, -1.00, 0.07, 0.09, 1.65, -0.24, -0.06
4.5867, -1.01, 0.06, 0.09, 1.77, -0.43, -0.18
4.5900, -1.01, 0.05, 0.09, 1.83, -0.49, -0.12
4.5933, -1.00, 0.05, 0.08, 1.52, -0.55, -0.06
4.5967, -1.00, 0.06, 0.10, 1.65, -0.61, -0.18
4.6000, -1.01, 0.05, 0.10, 1.77, -0.67, -0.12
4.6033, -1.00, 0.06, 0.09, 1.83, -0.67, -0.12
4.6067, -1.00, 0.05, 0.09, 1.59, -0.73, -0.24
4.6100, -1.01, 0.06, 0.10, 1.65, -0.85, -0.12
4.6133, -1.00, 0.07, 0.10, 1.71, -0.79, -0.12
4.6167, -1.00, 0.06, 0.10, 1.59, -0.79, -0.24
4.6200, -1.00, 0.05, 0.09, 1.59, -0.98, -0.18
4.6233, -1.00, 0.06, 0.09, 1.65, -0.98, -0.18
4.6267, -1.00, 0.06, 0.12, 1.65, -0.85, -0.12
4.6300, -1.00, 0.07, 0.10, 1.52, -0.85, -0.12
4.6333, -1.01, 0.06, 0.09, 1.59, -0.98, -0.18
4.6367, -0.99, 0.06, 0.10, 1.71, -1.10, -0.24
4.6400, -1.00, 0.06, 0.11, 1.59, -1.16, -0.37
4.6433, -0.99, 0.06, 0.08, 1.65, -0.98, -0.18
4.6467, -1.00, 0.06, 0.10, 1.65, -1.04, -0.18
4.6500, -1.00, 0.06, 0.09, 1.59, -1.16, -0.12
4.6533, -1.00, 0.06, 0.11, 1.59, -1.04, -0.18
4.6567, -1.01, 0.06, 0.10, 1.52, -0.91, -0.18
4.6600, -0.99, 0.05, 0.10, 1.71, -0.85, -0.18
4.6633, -1.00, 0.07, 0.10, 1.77, -0.79, -0.24
4.6667, -1.00, 0.06, 0.09, 1.71, -0.85, -0.18
4.6700, -1.00, 0.06, 0.10, 1.71, -0.85, -0.06
4.6733, -1.00, 0.06, 0.10, 1.71, -0.79, -0.18
4.6767, -1.00, 0.05, 0.09, 1.52, -0.73, -0.24
4.6800, -1.00, 0.06, 0.10, 1.59, -0.67, -0.18
4.6833, -1.00, 0.05, 0.11, 1.59, -0.55, -0.18
4.6867, -0.99, 0.05, 0.10, 1.71, -0.49, -0.18
4.6900, -1.00, 0.07, 0.10, 1.71, -0.37, -0.12
4.6933, -1.00, 0.06, 0.10, 1.59, -0.24, -0.06
4.6967, -1.00, 0.06, 0.10, 1.65, -0.30, -0.12
4.7000, -1.01, 0.06, 0.11, 1.71, -0.24, -0.06
4.7033, -1.01, 0.06, 0.10, 1.65, -0.12, -0.06
4.7067, -1.00, 0.06, 0.10, 1.46, -0.06, 0.00
4.7100, -1.01, 0.05, 0.10, 1.59, -0.06, 0.06
4.7133, -1.01, 0.06, 0.09, 1.83, 0.06, 0.00
4.7167, -1.00, 0.06, 0.10, 1.77, 0.18, 0.00
4.7200, -0.99, 0.06, 0.11, 1.65, 0.18, -0.12
4.7233, -0.99, 0.06, 0.10, 1.65, 0.30, -0.37
4.7267, -1.00, 0.07, 0.10, 1.83, 0.30, -0.18
4.7300, -0.99, 0.06, 0.10, 1.83, 0.49, -0.12
4.7333, -1.00, 0.05, 0.10, 1.77, 0.43, -0.12
4.7367, -1.00, 0.06, 0.10, 1.77, 0.37, -0.18
4.7400, -1.00, 0.06, 0.10, 1.83, 0.49, -0.18
4.7433, -0.99, 0.06, 0.09, 1.71, 0.55, -0.18
4.7467, -1.00, 0.06, 0.08, 1.65, 0.37, -0.12
4.7500, -1.01, 0.06, 0.09, 1.65, 0.37, -0.18
4.7533, -1.00, 0.06, 0.11, 1.65, 0.49, -0.18
4.7567, -1.00, 0.06, 0.10, 1.77, 0.55, -0.18
4.7600, -0.99, 0.06, 0.10, 1.71, 0.49, -0.18
4.7633, -1.00, 0.06, 0.09, 1.65, 0.49, -0.06
4.7667, -1.00, 0.06, 0.10, 1.77, 0.49, -0.06
4.7700, -1.00, 0.06, 0.08, 1.77, 0.37, 0.00
4.7733, -1.00, 0.06, 0.10, 1.77, 0.37, 0.12
4.7767, -1.00, 0.06, 0.08, 1.77, 0.24, -0.06
4.7800, -1.00, 0.06, 0.09, 1.71, 0.37, -0.06
4.7833, -1.00, 0.05, 0.09, 1.59, 0.24, 0.06
4.7867, -1.00, 0.05, 0.08, 1.71, 0.12, 0.00
4.7900, -1.01, 0.05, 0.08, 1.77, 0.18, -0.06
4.7933, -1.00, 0.06, 0.10, 1.77, 0.06, 0.00
4.7967, -1.00, 0.06, 0.09, 1.77, -0.06, -0.06
4.8000, -0.99, 0.06, 0.09, 1.71, -0.06, -0.12
4.8033, -1.01, 0.06, 0.10, 1.59, 0.00, 0.00
4.8067, -1.00, 0.06, 0.10, 1.71, 0.00, -0.06
4.8100, -1.00, 0.06, 0.10, 1.71, -0.06, -0.06
4.8133, -1.00, 0.06, 0.09, 1.71, -0.06, -0.18
4.8167, -1.00, 0.06, 0.10, 1.65, -0.12, -0.12
4.8200, -1.00, 0.06, 0.09, 1.77, -0.18, -0.12
4.8233, -1.00, 0.06, 0.08, 1.59, -0.37, -0.18
4.8267, -1.00, 0.07, 0.10, 1.52, -0.37, -0.12
4.8300, -1.00, 0.06, 0.08, 1.52, -0.43, -0.24
4.8333, -1.01, 0.06, 0.11, 1.59, -0.43, -0.24
4.8367, -1.00, 0.06, 0.10, 1.83, -0.61, -0.12
4.8400, -1.00, 0.05, 0.10, 1.71, -0.67, -0.24
4.8433, -1.00, 0.07, 0.09, 1.71, -0.61, -0.18
4.8467, -1.01, 0.06, 0.09, 1.65, -0.79, -0.12
4.8500, -1.00, 0.06, 0.11, 1.59, -0.85, -0.18
4.8533, -0.99, 0.07, 0.09, 1.77, -0.73, -0.12
4.8567, -1.00, 0.05, 0.10, 1.65, -0.85, -0.06
4.8600, -1.00, 0.06, 0.10, 1.46, -0.85, -0.12
4.8633, -1.01, 0.05, 0.09, 1.52, -0.73, -0.12
4.8667, -1.00, 0.06, 0.11, 1.65, -0.85, -0.12
4.8700, -1.00, 0.06, 0.10, 1.52, -0.85, -0.30
4.8733, -1.01, 0.06, 0.10, 1.52, -0.91, -0.30
4.8767, -1.00, 0.06, 0.10, 1.71, -0.85, -0.06
4.8800, -1.00, 0.06, 0.11, 1.59, -0.79, -0.06
4.8833, -1.00, 0.06, 0.10, 1.65, -0.85, -0.06
4.8867, -1.00, 0.06, 0.10, 1.59, -0.79, -0.18
4.8900, -1.00, 0.06, 0.09, 1.52, -0.85, -0.12
4.8933, -1.00, 0.06, 0.09, 1.77, -0.79, -0.12
4.8967, -1.00, 0.05, 0.11, 1.71, -0.79, -0.12
4.9000, -1.00, 0.06, 0.10, 1.65, -0.79, -0.12
4.9033, -1.00, 0.06, 0.11, 1.52, -0.73, -0.12
4.9067, -1.00, 0.06, 0.11, 1.52, -0.73, -0.18
4.9100, -1.00, 0.06, 0.11, 1.59, -0.61, -0.30
4.9133, -1.00, 0.06, 0.09, 1.77, -0.49, -0.12
4.9167, -0.99, 0.06, 0.10, 1.77, -0.43, -0.06
4.9200, -0.99, 0.06, 0.11, 1.59, -0.43, -0.12
4.9233, -0.99, 0.06, 0.10, 1.71, -0.37, -0.12
4.9267, -1.01, 0.05, 0.10, 1.59, -0.24, -0.24
4.9300, -1.01, 0.05, 0.09, 1.77, -0.37, -0.24
4.9333, -0.99, 0.06, 0.10, 1.77, -0.24, -0.18
4.9367, -1.00, 0.05, 0.11, 1.65, -0.30, -0.24
4.9400, -1.00, 0.07, 0.09, 1.65, 0.00, -0.24
4.9433, -1.00, 0.05, 0.10, 1.65, -0.06, -0.24
4.9467, -1.00, 0.06, 0.10, 1.77, -0.18, -0.18
4.9500, -0.99, 0.06, 0.09, 1.77, -0.06, -0.18
4.9533, -1.00, 0.06, 0.10, 1.65, 0.18, -0.06
4.9567, -0.99, 0.07, 0.10, 1.65, 0.18, -0.06
4.9600, -1.00, 0.06, 0.11, 1.77, 0.18, 0.00
4.9633, -0.99, 0.06, 0.11, 1.83, 0.24, 0.06
4.9667, -1.00, 0.05, 0.10, 1.89, 0.24, -0.12
4.9700, -0.99, 0.06, 0.09, 1.83, 0.18, 0.06
4.9733, -0.99, 0.06, 0.10, 1.65, 0.24, 0.06
4.9767, -1.00, 0.05, 0.10, 1.71, 0.24, -0.06
