t, aX, aY, aZ, gX, gY, gZ
54.7764, -1.05, 0.05, 0.15, -2.01, -4.88, 1.71
54.7797, -1.06, 0.05, 0.15, -1.59, -4.82, 1.89
54.7831, -1.07, 0.06, 0.16, -1.22, -4.45, 2.38
54.7864, -1.08, 0.06, 0.14, -0.79, -4.27, 2.99
54.7897, -1.07, 0.06, 0.16, -0.55, -4.02, 3.72
54.7931, -1.06, 0.06, 0.15, -0.18, -4.02, 4.15
54.7964, -1.08, 0.06, 0.16, 0.12, -3.96, 4.51
54.7997, -1.08, 0.06, 0.14, 0.73, -3.66, 4.63
54.8031, -1.09, 0.07, 0.14, 1.52, -2.99, 5.06
54.8064, -1.09, 0.08, 0.14, 2.20, -2.20, 5.79
54.8097, -1.08, 0.07, 0.12, 2.80, -1.65, 6.77
54.8131, -1.07, 0.06, 0.13, 2.99, -1.40, 7.32
54.8164, -1.06, 0.05, 0.13, 3.17, -1.46, 7.87
54.8197, -1.06, 0.04, 0.10, 3.35, -1.59, 7.80
54.8231, -1.06, 0.06, 0.08, 3.29, -1.40, 7.62
54.8264, -1.04, 0.05, 0.07, 3.17, -1.22, 7.38
54.8297, -1.03, 0.03, 0.07, 3.17, -0.79, 7.38
54.8331, -1.03, 0.03, 0.05, 2.93, -0.37, 7.32
54.8364, -1.04, 0.04, 0.05, 2.74, 0.30, 7.26
54.8397, -1.02, 0.04, 0.07, 2.68, 0.98, 7.26
54.8431, -1.03, 0.04, 0.07, 2.13, 1.59, 7.38
54.8464, -1.02, 0.02, 0.08, 2.01, 1.89, 7.44
54.8497, -1.01, 0.02, 0.08, 1.65, 2.07, 7.38
54.8531, -1.01, 0.01, 0.08, 1.34, 2.20, 7.07
54.8564, -1.03, 0.02, 0.07, 1.22, 2.13, 6.89
54.8597, -1.02, 0.02, 0.08, 1.10, 2.38, 6.34
54.8631, -1.03, 0.03, 0.09, 1.22, 2.26, 6.04
54.8664, -1.05, 0.03, 0.08, 1.40, 2.32, 6.04
54.8697, -1.06, 0.04, 0.10, 1.71, 2.44, 6.10
54.8731, -1.06, 0.03, 0.10, 1.77, 2.56, 6.59
54.8764, -1.04, 0.02, 0.08, 1.77, 2.26, 7.13
54.8797, -1.02, 0.00, 0.11, 1.59, 1.89, 7.07
54.8831, -1.02, -0.01, 0.09, 1.59, 1.22, 6.59
54.8864, -1.05, 0.03, 0.09, 1.65, 0.85, 5.85
54.8897, -1.10, 0.07, 0.06, 1.89, 1.28, 5.49
54.8931, -1.11, 0.09, 0.07, 2.26, 1.95, 6.16
54.8964, -1.07, 0.03, 0.09, 2.26, 2.20, 7.99
54.8997, -1.02, -0.02, 0.06, 1.65, 1.77, 9.51
54.9031, -1.03, -0.02, 0.10, 1.04, 1.04, 9.51
54.9064, -1.06, 0.02, 0.07, 0.91, 0.91, 8.41
54.9097, -1.08, 0.05, 0.05, 1.04, 0.98, 7.80
54.9131, -1.05, 0.03, 0.06, 0.79, 1.34, 8.29
54.9164, -1.01, -0.01, 0.07, 0.37, 1.10, 8.90
54.9197, -1.04, -0.01, 0.08, -0.24, 0.73, 8.78
54.9231, -1.03, 0.01, 0.09, -0.49, 1.04, 7.93
54.9264, -0.98, 0.01, 0.08, -0.30, 1.16, 7.44
54.9297, -0.96, -0.02, 0.08, -0.61, 0.55, 6.89
54.9331, -0.95, -0.03, 0.11, -1.28, 0.00, 5.37
54.9364, -0.97, -0.01, 0.07, -1.65, -0.06, 3.66
54.9397, -0.95, -0.00, 0.06, -1.34, 0.12, 2.50
54.9431, -0.94, -0.03, 0.05, -0.85, 0.73, 1.65
54.9464, -0.93, -0.03, 0.09, -0.67, 1.59, 0.61
54.9497, -0.93, -0.02, 0.08, -0.43, 2.56, -0.73
54.9531, -0.94, -0.01, 0.08, -0.24, 3.41, -2.01
54.9564, -0.96, -0.00, 0.08, -0.18, 4.27, -3.54
54.9597, -0.96, 0.00, 0.08, 0.12, 5.00, -4.88
54.9631, -1.01, -0.27, 0.11, 0.43, 6.28, -5.67
54.9664, -1.08, 0.19, 0.24, 0.49, 5.79, -6.71
54.9697, -0.96, 0.07, 0.05, -0.79, 3.29, -9.45
54.9731, -1.03, 0.05, 0.10, -0.61, 4.02, -8.05
54.9764, -1.00, 0.04, 0.12, 0.30, 5.67, -6.22
54.9797, -1.02, 0.05, 0.13, 1.34, 7.26, -4.70
54.9831, -1.02, 0.05, 0.16, 2.32, 7.44, -4.33
54.9864, -1.03, 0.06, 0.17, 3.11, 6.95, -4.09
54.9897, -1.03, 0.06, 0.17, 3.41, 6.22, -3.54
54.9931, -1.03, 0.06, 0.17, 3.60, 5.37, -2.93
54.9964, -1.03, 0.07, 0.15, 3.78, 4.45, -2.44
54.9997, -1.03, 0.06, 0.15, 3.96, 3.29, -2.07
55.0031, -1.02, 0.05, 0.14, 4.09, 2.26, -1.65
55.0064, -1.01, 0.05, 0.12, 3.90, 1.22, -1.28
55.0097, -1.00, 0.05, 0.13, 3.72, 0.55, -1.16
55.0131, -1.01, 0.04, 0.11, 3.66, 0.06, -1.28
55.0164, -1.02, 0.05, 0.12, 3.60, 0.12, -1.65
55.0197, -1.01, 0.05, 0.12, 3.66, 0.06, -1.59
55.0231, -1.02, 0.06, 0.10, 3.17, -0.06, -1.40
55.0264, -1.02, 0.04, 0.10, 2.80, -0.43, -1.04
55.0297, -1.02, 0.05, 0.09, 2.07, -0.85, -0.91
55.0331, -1.02, 0.05, 0.10, 1.46, -1.22, -0.91
55.0364, -1.02, 0.06, 0.10, 1.22, -1.28, -0.61
55.0397, -1.02, 0.04, 0.11, 1.16, -1.10, 0.00
55.0431, -1.04, 0.03, 0.10, 0.98, -0.67, 0.18
55.0464, -1.02, 0.05, 0.12, 0.67, -0.43, 0.24
55.0497, -1.02, 0.05, 0.08, 0.55, -0.37, 0.37
55.0531, -1.03, 0.06, 0.09, 0.61, -0.30, 0.67
55.0564, -1.03, 0.04, 0.09, 0.55, -0.18, 0.98
55.0597, -1.04, 0.04, 0.09, 0.49, -0.18, 1.28
55.0631, -1.04, 0.06, 0.10, 0.43, -0.18, 1.71
55.0664, -1.03, 0.05, 0.10, 0.00, -0.24, 2.20
55.0697, -1.03, 0.04, 0.08, -0.30, -0.37, 3.11
55.0731, -1.01, 0.05, 0.11, -0.55, -0.67, 3.60
55.0764, -1.01, 0.05, 0.13, -0.37, -0.79, 3.96
55.0797, -1.00, 0.04, 0.10, -0.49, -1.04, 4.39
55.0831, -1.00, 0.04, 0.10, -0.55, -1.22, 5.00
55.0864, -0.98, 0.04, 0.11, -0.67, -1.28, 5.37
55.0897, -0.98, 0.01, 0.10, -0.49, -1.46, 5.55
55.0931, -0.98, 0.02, 0.13, -0.24, -1.65, 5.12
55.0964, -0.97, 0.00, 0.10, 0.12, -1.59, 4.33
55.0997, -0.95, -0.01, 0.06, -4.57, 5.85, 0.00
55.1031, -0.95, -0.03, 0.05, -4.94, 6.77, -1.16
55.1064, -0.96, -0.01, 0.08, -5.12, 7.07, -2.68
55.1097, -0.96, -0.00, 0.05, -5.49, 7.38, -4.09
55.1131, -0.97, 0.02, 0.07, -5.85, 7.74, -5.55
55.1164, -0.99, 0.01, 0.09, -5.98, 8.11, -6.71
55.1197, -0.98, 0.01, 0.10, -6.22, 8.48, -7.44
55.1231, -0.98, 0.01, 0.09, -6.46, 8.29, -7.99
55.1264, -0.99, 0.00, 0.10, -6.89, 8.29, -8.54
55.1297, -0.99, 0.02, 0.09, -7.26, 8.29, -9.21
55.1331, -1.00, 0.02, 0.08, -7.44, 8.23, -9.76
55.1364, -1.01, 0.03, 0.07, -7.99, 7.80, -10.12
55.1397, -1.02, 0.04, 0.11, -8.41, 7.62, -10.30
55.1431, -1.01, 0.02, 0.10, -9.02, 7.13, -10.06
55.1464, -1.02, 0.01, 0.10, -9.82, 6.59, -9.82
55.1497, -1.03, 0.02, 0.10, -10.49, 6.28, -9.63
55.1531, -1.05, 0.02, 0.08, -10.85, 5.98, -9.88
55.1564, -1.05, 0.03, 0.09, -11.10, 5.98, -9.94
55.1597, -1.06, 0.03, 0.08, -11.52, 6.22, -9.57
55.1631, -1.06, 0.04, 0.08, -11.95, 5.98, -9.09
55.1664, -1.07, 0.03, 0.09, -12.50, 6.22, -8.23
55.1697, -1.05, 0.02, 0.06, -12.74, 6.16, -7.44
55.1731, -1.09, 0.07, 0.04, -12.07, 6.59, -6.46
55.1764, -1.08, 0.05, 0.11, -11.46, 7.38, -4.39
55.1797, -1.07, 0.00, 0.14, -13.05, 7.62, -2.13
55.1831, -1.08, 0.00, 0.11, -14.15, 6.89, -1.04
55.1864, -1.08, 0.01, 0.12, -14.70, 5.79, -1.34
55.1897, -1.08, 0.02, 0.10, -15.73, 4.82, -1.22
55.1931, -1.07, 0.02, 0.09, -16.52, 3.66, -0.18
55.1964, -1.07, 0.03, 0.11, -17.26, 2.80, 1.10
55.1997, -1.06, 0.02, 0.10, -17.93, 1.89, 2.32
55.2031, -1.02, 0.00, 0.10, -18.60, 0.85, 3.17
55.2064, -1.03, -0.01, 0.12, -19.27, -0.24, 3.90
55.2097, -1.01, -0.02, 0.10, -19.94, -1.46, 4.21
55.2131, -1.02, 0.00, 0.12, -20.37, -2.44, 4.02
55.2164, -1.01, 0.00, 0.12, -20.73, -3.54, 3.54
55.2197, -1.02, 0.00, 0.11, -20.91, -4.51, 3.35
55.2231, -1.00, 0.00, 0.13, -21.28, -5.30, 3.41
55.2264, -0.98, -0.01, 0.13, -21.22, -6.10, 3.29
55.2297, -1.01, -0.01, 0.13, -20.85, -7.07, 2.99
55.2331, -1.00, -0.00, 0.11, -20.55, -7.44, 2.20
55.2364, -1.01, 0.01, 0.12, -20.12, -7.62, 1.46
55.2397, -1.02, 0.01, 0.11, -19.33, -7.13, 0.73
55.2431, -1.02, 0.01, 0.10, -18.54, -6.40, 0.24
55.2464, -1.00, -0.00, 0.09, -17.87, -5.67, 0.06
55.2497, -1.00, -0.01, 0.09, -17.26, -5.12, -0.55
55.2531, -0.99, -0.01, 0.10, -16.77, -4.57, -1.34
55.2564, -1.00, -0.02, 0.09, -16.34, -4.27, -2.44
55.2597, -1.02, 0.00, 0.08, -15.98, -3.84, -3.72
55.2631, -1.01, 0.01, 0.07, -15.55, -3.35, -4.57
55.2664, -1.01, 0.00, 0.06, -15.43, -3.05, -5.00
55.2697, -1.05, -0.01, 0.05, -15.30, -2.56, -5.55
55.2731, -1.00, 0.01, 0.08, -14.94, -1.83, -6.22
55.2764, -1.02, 0.01, 0.06, -14.88, -1.46, -6.28
55.2797, -1.02, 0.01, 0.07, -14.63, -0.67, -6.59
55.2831, -1.05, 0.01, 0.06, -14.45, 0.12, -6.59
55.2864, -1.03, 0.02, 0.09, -14.15, 0.43, -6.52
55.2897, -1.02, 0.04, 0.07, -14.21, 0.98, -6.40
55.2931, -1.04, 0.03, 0.08, -14.27, 0.91, -6.16
55.2964, -1.03, 0.03, 0.09, -14.21, 0.55, -5.67
55.2997, -1.03, 0.03, 0.13, -14.57, -0.12, -5.43
55.3031, -1.03, 0.03, 0.13, -14.94, -1.16, -5.06
55.3064, -1.03, 0.02, 0.12, -15.37, -2.01, -4.76
55.3097, -1.02, 0.02, 0.14, -15.61, -3.17, -4.63
55.3131, -1.02, 0.02, 0.13, -15.79, -4.33, -4.76
55.3164, -1.04, 0.05, 0.17, -15.91, -5.30, -4.70
55.3197, -1.03, -0.01, 0.10, -15.98, -5.98, -4.70
55.3231, -1.06, 0.03, 0.13, -16.04, -6.71, -4.70
55.3264, -1.05, 0.03, 0.12, -15.73, -6.52, -4.45
55.3297, -1.06, 0.02, 0.09, -15.06, -6.10, -3.90
55.3331, -1.05, 0.02, 0.13, -14.70, -5.49, -3.17
55.3364, -1.05, 0.03, 0.09, -14.27, -5.00, -2.99
55.3397, -1.06, 0.03, 0.11, -13.96, -4.45, -2.87
55.3431, -1.06, 0.04, 0.09, -13.66, -3.48, -2.62
55.3464, -1.07, 0.05, 0.09, -13.17, -2.62, -2.56
55.3497, -1.07, 0.05, 0.09, -12.80, -1.95, -2.20
55.3531, -1.06, 0.04, 0.07, -12.74, -1.40, -1.52
55.3564, -1.07, 0.06, 0.11, -12.93, -1.10, -0.98
55.3597, -1.05, 0.04, 0.12, -13.05, -0.85, -0.30
55.3631, -1.04, 0.05, 0.14, -12.80, -0.73, 0.24
55.3664, -1.03, 0.05, 0.13, -12.20, -0.24, 0.79
55.3697, -1.03, 0.04, 0.11, -11.59, 0.12, 1.28
55.3731, -1.01, 0.05, 0.17, -10.85, 0.67, 2.07
55.3764, -1.00, 0.05, 0.12, -10.24, 1.04, 2.68
55.3797, -1.02, 0.02, 0.10, -9.88, 1.04, 2.93
55.3831, -1.00, 0.03, 0.11, -9.57, 1.04, 2.87
55.3864, -1.01, 0.03, 0.07, -9.27, 1.16, 2.93
55.3897, -1.01, 0.03, 0.08, -9.33, 1.16, 2.99
55.3931, -0.96, -0.00, 0.06, -9.39, 1.65, 3.29
55.3964, -0.97, -0.03, 0.00, -9.27, 1.89, 3.35
55.3997, -0.96, -0.01, 0.05, -9.51, 2.20, 2.44
55.4031, -0.99, -0.01, 0.00, -9.88, 3.11, 1.40
55.4064, -0.98, -0.01, -0.00, -10.06, 3.90, 0.67
55.4097, -1.03, 0.01, -0.00, -10.24, 4.88, -0.12
55.4131, -1.02, 0.04, 0.05, -10.61, 5.79, -0.98
55.4164, -0.98, 0.03, 0.04, -11.22, 6.40, -1.22
55.4197, -1.00, 0.02, 0.04, -11.89, 6.65, -1.16
55.4231, -1.03, 0.01, 0.04, -12.44, 7.32, -1.34
55.4264, -1.05, 0.05, 0.04, -12.93, 7.74, -1.04
55.4297, -1.04, 0.04, 0.06, -13.23, 8.11, -0.43
55.4331, -1.04, 0.04, 0.07, -13.29, 8.11, 0.79
55.4364, -1.03, 0.03, 0.08, -13.54, 7.93, 2.07
55.4397, -1.03, 0.01, 0.12, -13.96, 7.38, 2.74
55.4431, -1.04, 0.04, 0.11, -13.90, 7.07, 2.99
55.4464, -1.01, 0.06, 0.10, -13.90, 6.95, 3.54
55.4497, -1.04, 0.01, 0.08, -13.66, 6.77, 4.82
55.4531, -1.03, 0.02, 0.12, -13.66, 6.65, 5.49
55.4564, -1.00, 0.01, 0.10, -13.60, 6.77, 5.67
55.4597, -1.03, 0.02, 0.08, -13.41, 6.59, 6.16
55.4631, -1.01, 0.02, 0.09, -12.93, 6.83, 6.52
55.4664, -0.99, -0.01, 0.09, -12.50, 7.20, 6.95
55.4697, -1.03, 0.00, 0.09, -12.07, 7.32, 7.13
55.4731, -0.99, -0.01, 0.15, -11.46, 7.62, 6.46
55.4764, -1.00, -0.00, 0.10, -10.91, 7.50, 6.22
55.4797, -1.00, 0.02, 0.16, -10.18, 7.13, 6.10
55.4831, -0.97, -0.00, 0.15, -9.39, 7.13, 6.10
55.4864, -0.99, -0.00, 0.16, -8.54, 6.77, 5.73
55.4897, -0.98, 0.01, 0.16, -7.87, 6.46, 4.88
55.4931, -0.98, 0.01, 0.14, -6.83, 6.22, 4.45
55.4964, -0.99, 0.01, 0.12, -6.04, 5.79, 4.21
55.4997, -0.97, 0.00, 0.12, -5.61, 5.43, 4.09
55.5031, -1.00, 0.00, 0.11, -5.12, 5.37, 4.21
55.5064, -1.00, 0.00, 0.11, -4.70, 5.43, 4.09
55.5097, -1.00, -0.01, 0.07, -4.09, 5.24, 4.15
55.5131, -0.98, -0.02, 0.09, -3.90, 5.30, 3.90
55.5164, -0.97, -0.02, 0.07, -3.66, 5.79, 3.54
55.5197, -1.00, -0.01, 0.06, -3.29, 5.91, 3.29
55.5231, -1.00, -0.02, 0.06, -3.05, 5.98, 2.99
55.5264, -0.99, -0.01, 0.06, -2.93, 6.16, 2.68
55.5297, -0.99, -0.00, 0.05, -2.74, 6.52, 2.56
55.5331, -0.99, -0.02, 0.07, -2.93, 6.89, 2.74
55.5364, -0.98, -0.05, 0.05, -3.11, 7.20, 2.68
55.5397, -0.97, -0.06, 0.05, -2.68, 7.87, 2.20
55.5431, -0.97, -0.01, 0.05, -2.32, 8.60, 1.34
55.5464, -0.98, -0.02, 0.05, -1.95, 8.90, 0.85
55.5497, -1.00, -0.04, 0.05, -1.71, 9.70, 0.73
55.5531, -0.99, -0.02, 0.05, -1.59, 9.88, 0.18
55.5564, -1.01, -0.03, 0.05, -1.65, 9.63, -0.06
55.5597, -1.02, -0.02, 0.05, -2.01, 9.02, 0.30
55.5631, -1.00, -0.04, 0.06, -2.07, 8.29, -0.06
55.5664, -1.04, -0.03, 0.05, -2.44, 7.26, -0.61
55.5697, -1.02, -0.03, 0.06, -2.99, 6.71, -0.79
55.5731, -1.06, 0.01, 0.03, -3.23, 6.22, -0.73
55.5764, -1.03, -0.00, 0.03, -3.35, 5.85, -0.37
55.5797, -1.03, 0.02, 0.04, -3.90, 5.49, 0.91
55.5831, -1.04, -0.03, 0.02, -4.21, 5.91, 1.77
55.5864, -1.10, 0.01, 0.03, -4.09, 6.16, 2.87
55.5897, -1.07, 0.01, 0.06, -4.21, 6.10, 3.48
55.5931, -1.06, 0.03, 0.05, -4.21, 6.22, 4.39
55.5964, -1.06, 0.02, 0.04, -4.02, 5.85, 5.73
55.5997, -1.08, 0.02, 0.04, -4.21, 6.04, 7.62
55.6031, -1.06, 0.01, 0.10, -4.33, 5.61, 8.60
55.6064, -1.08, 0.02, 0.04, -4.09, 4.82, 9.27
55.6097, -1.04, 0.05, 0.07, -4.27, 3.60, 9.76
55.6131, -1.04, 0.03, 0.05, -4.33, 3.17, 10.85
55.6164, -1.02, 0.03, 0.08, -4.33, 2.50, 11.65
55.6197, -1.00, -0.01, 0.04, -4.45, 2.07, 12.44
55.6231, -1.00, -0.03, 0.04, -4.21, 1.59, 12.99
55.6264, -0.98, -0.04, 0.05, -3.96, 1.77, 13.11
55.6297, -0.99, -0.02, 0.05, -3.90, 1.52, 12.50
55.6331, -0.95, -0.02, 0.03, -3.66, 1.40, 11.77
55.6364, -0.99, -0.01, 0.02, -3.72, 1.10, 11.40
55.6397, -0.96, -0.03, 0.05, -4.02, 1.34, 10.73
55.6431, -0.94, -0.03, 0.01, -4.09, 1.34, 10.30
55.6464, -0.97, -0.02, 0.04, -4.21, 1.59, 9.33
55.6497, -0.95, -0.03, 0.01, -4.09, 2.13, 9.02
55.6531, -0.96, -0.02, 0.04, -3.90, 2.62, 8.66
55.6564, -0.94, -0.03, 0.02, -3.60, 3.35, 8.29
55.6597, -0.97, -0.03, 0.02, -3.78, 4.02, 7.62
55.6631, -0.97, -0.01, 0.04, -3.60, 5.00, 6.83
55.6664, -0.95, 0.01, 0.06, -3.11, 5.91, 6.77
55.6697, -0.97, 0.01, 0.03, -2.80, 6.52, 6.59
55.6731, -0.97, 0.00, 0.01, -2.44, 7.13, 6.77
55.6764, -0.98, -0.02, 0.06, -2.44, 7.44, 6.71
55.6797, -0.98, 0.00, 0.06, -2.07, 8.11, 7.01
55.6831, -0.97, -0.01, 0.05, -2.20, 7.80, 6.77
55.6864, -0.95, 0.00, 0.08, -2.26, 7.62, 6.71
55.6897, -0.97, -0.02, 0.08, -2.20, 7.38, 6.65
55.6931, -0.98, -0.01, 0.05, -2.26, 6.95, 6.40
55.6964, -0.95, 0.00, 0.06, -2.50, 6.95, 6.34
55.6997, -0.94, 0.02, 0.08, -2.07, 6.83, 6.77
55.7031, -0.96, 0.01, 0.10, -2.20, 6.40, 6.71
55.7064, -0.99, 0.03, 0.08, -2.38, 6.22, 6.89
55.7097, -0.93, 0.02, 0.11, -2.26, 5.67, 7.32
55.7131, -0.96, 0.01, 0.05, -2.01, 5.00, 7.13
55.7164, -0.97, 0.01, 0.08, -1.95, 4.27, 6.46
55.7197, -0.95, 0.01, 0.10, -2.01, 4.21, 6.10
55.7231, -0.99, 0.03, 0.08, -1.16, 3.72, 6.28
55.7264, -0.94, 0.01, 0.14, -0.85, 3.84, 6.65
55.7297, -0.95, 0.02, 0.11, -0.61, 3.72, 6.34
55.7331, -0.93, 0.01, 0.10, 0.06, 2.68, 5.79
55.7364, -0.94, 0.02, 0.13, 0.37, 2.20, 5.37
55.7397, -0.93, 0.03, 0.11, 1.16, 1.77, 4.94
55.7431, -0.94, 0.02, 0.15, 1.83, 1.34, 4.45
55.7464, -0.95, 0.04, 0.13, 2.38, 0.85, 3.60
55.7497, -0.96, 0.03, 0.08, 2.80, 0.30, 3.23
55.7531, -0.93, 0.03, 0.10, 3.35, 0.43, 3.11
55.7564, -0.97, 0.05, 0.08, 4.09, 0.24, 2.50
55.7597, -0.98, 0.03, 0.12, 4.70, 0.00, 1.77
55.7631, -0.98, 0.06, 0.09, 5.00, 0.18, 1.95
55.7664, -0.96, 0.04, 0.05, 5.43, 0.24, 2.13
55.7697, -1.01, 0.04, 0.07, 5.85, -0.12, 1.65
55.7731, -0.98, 0.02, 0.05, 6.22, 0.24, 2.07
55.7764, -0.97, 0.05, 0.08, 6.46, 0.37, 2.68
55.7797, -0.98, 0.02, 0.06, 6.95, 0.55, 2.74
55.7831, -0.98, 0.05, 0.08, 7.07, 0.37, 2.32
55.7864, -0.97, 0.01, 0.03, 7.20, 0.24, 2.26
55.7897, -1.00, 0.06, 0.06, 7.20, 0.24, 2.32
55.7931, -1.00, 0.01, 0.04, 7.13, 0.73, 2.56
55.7964, -0.99, 0.02, 0.02, 7.07, 1.22, 3.35
55.7997, -1.04, 0.05, 0.02, 7.01, 1.77, 3.60
55.8031, -0.96, 0.03, 0.06, 7.07, 2.32, 4.39
55.8064, -0.95, 0.03, 0.09, 6.71, 2.32, 5.43
55.8097, -1.00, -0.00, 0.08, 6.71, 2.07, 5.24
55.8131, -0.98, 0.02, 0.04, 6.22, 2.26, 4.82
55.8164, -1.02, 0.04, 0.07, 5.85, 1.28, 4.70
55.8197, -0.95, 0.01, 0.06, 5.79, 0.91, 4.57
55.8231, -1.00, 0.06, 0.05, 5.67, 0.30, 4.09
55.8264, -0.97, 0.01, 0.07, 5.24, -0.12, 3.48
55.8297, -0.99, 0.03, 0.06, 5.12, -0.43, 3.78
55.8331, -0.99, 0.03, 0.09, 5.18, -1.40, 3.35
55.8364, -1.03, 0.04, 0.04, 4.76, -1.83, 2.80
55.8397, -1.01, 0.04, 0.04, 4.57, -2.32, 2.80
55.8431, -1.04, 0.05, 0.09, 4.39, -3.11, 3.41
55.8464, -1.01, 0.06, 0.11, 4.02, -3.90, 3.48
55.8497, -1.01, 0.05, 0.06, 4.09, -4.57, 3.54
55.8531, -1.02, 0.06, 0.07, 3.66, -5.43, 4.51
55.8564, -1.01, 0.05, 0.07, 3.29, -6.04, 5.18
55.8597, -1.00, 0.07, 0.05, 2.99, -6.65, 5.49
55.8631, -1.05, 0.08, 0.08, 2.93, -7.01, 5.98
55.8664, -1.00, 0.05, 0.05, 2.93, -6.95, 6.77
55.8697, -1.01, 0.08, 0.08, 3.05, -6.40, 7.62
55.8731, -1.00, 0.05, 0.06, 3.23, -5.79, 8.23
55.8764, -1.00, 0.05, 0.08, 3.41, -5.30, 8.78
55.8797, -1.01, 0.05, 0.06, 3.90, -4.82, 8.72
55.8831, -1.01, 0.07, 0.06, 3.90, -4.45, 8.96
55.8864, -0.99, 0.06, 0.06, 3.84, -3.84, 9.33
55.8897, -1.00, 0.05, 0.07, 3.96, -3.60, 9.63
55.8931, -0.97, 0.06, 0.08, 3.66, -3.41, 9.94
55.8964, -0.99, 0.06, 0.05, 3.48, -3.35, 9.82
55.8997, -1.01, 0.06, 0.06, -2.32, -6.95, 3.41
55.9031, -1.00, 0.05, 0.06, -2.20, -7.32, 3.78
55.9064, -1.01, 0.02, 0.05, -2.26, -7.50, 3.29
55.9097, -1.00, 0.03, 0.10, -1.89, -7.01, 2.80
55.9131, -0.97, 0.01, 0.02, -0.98, -6.52, 2.13
55.9164, -0.98, 0.01, 0.06, -0.43, -6.10, 0.91
55.9197, -0.95, 0.04, 0.10, 0.24, -5.24, -0.43
55.9231, -0.94, 0.03, 0.05, 1.16, -5.12, -1.83
55.9264, -0.95, 0.06, 0.08, 1.59, -4.57, -3.05
55.9297, -0.96, 0.06, 0.07, 2.50, -2.20, -3.48
55.9331, -0.95, 0.06, 0.08, 4.02, 0.79, -3.23
55.9364, -0.98, 0.03, 0.07, 5.49, 2.93, -4.27
55.9397, -1.00, 0.06, 0.06, 6.52, 4.70, -5.49
55.9431, -0.99, 0.08, 0.10, 7.74, 6.04, -6.40
55.9464, -1.00, 0.10, 0.05, 7.74, 6.95, -6.83
55.9497, -1.00, 0.10, 0.06, 7.74, 7.93, -6.65
55.9531, -1.00, 0.09, 0.08, 7.68, 8.54, -6.16
55.9564, -1.02, 0.08, 0.06, 7.62, 9.15, -5.73
55.9597, -1.03, 0.08, 0.06, 7.44, 9.70, -5.61
55.9631, -1.02, 0.10, 0.06, 7.44, 9.88, -5.18
55.9664, -1.03, 0.10, 0.08, 7.13, 10.00, -4.94
55.9697, -1.02, 0.09, 0.09, 7.07, 9.94, -4.82
55.9731, -1.06, 0.12, 0.13, 7.13, 9.82, -5.06
55.9764, -1.06, 0.13, 0.11, 7.07, 9.63, -4.82
55.9797, -1.04, 0.13, 0.12, 7.13, 9.21, -4.15
55.9831, -1.06, 0.13, 0.13, 7.32, 8.90, -3.29
55.9864, -1.04, 0.13, 0.16, 7.32, 8.17, -2.38
55.9897, -1.07, 0.14, 0.17, 7.62, 7.20, -1.46
55.9931, -1.05, 0.13, 0.15, 7.87, 6.16, -0.49
55.9964, -1.06, 0.12, 0.14, 8.29, 5.06, 0.30
55.9997, -1.06, 0.12, 0.14, 8.48, 3.35, 1.04
56.0031, -1.05, 0.12, 0.11, 8.17, 0.91, 1.71
56.0064, -1.04, 0.14, 0.15, 7.87, -0.79, 2.44
56.0097, -1.04, 0.14, 0.13, 7.80, -1.71, 4.15
56.0131, -1.05, 0.13, 0.09, 8.17, -2.44, 5.98
56.0164, -1.04, 0.11, 0.10, 8.17, -3.29, 7.44
56.0197, -1.04, 0.09, 0.10, 7.99, -4.51, 8.41
56.0231, -1.02, 0.09, 0.07, 7.68, -5.85, 8.84
56.0264, -1.03, 0.06, 0.06, 7.87, -6.89, 8.90
56.0297, -1.03, 0.07, 0.05, 7.68, -7.38, 8.90
56.0331, -1.05, 0.09, 0.06, 7.62, -7.20, 8.66
56.0364, -0.98, 0.06, 0.05, 7.07, -7.56, 9.33
56.0397, -0.97, 0.05, 0.03, 7.13, -7.68, 9.94
56.0431, -0.98, 0.04, 0.05, 7.07, -7.44, 9.39
56.0464, -0.97, 0.03, 0.04, 6.89, -7.38, 8.41
56.0497, -0.93, 0.05, 0.07, 6.89, -6.89, 7.56
56.0531, -0.96, 0.08, 0.05, 7.13, -5.85, 6.95
56.0564, -0.98, 0.07, 0.06, 7.44, -4.33, 6.71
56.0597, -0.98, 0.01, -0.02, 7.74, -2.68, 6.71
56.0630, -0.99, 0.03, 0.02, 7.87, -1.10, 6.65
56.0664, -0.99, 0.04, 0.02, 8.05, 0.37, 6.22
56.0697, -0.97, 0.01, 0.05, 8.23, 1.77, 5.73
56.0731, -0.99, 0.01, 0.03, 8.17, 2.62, 4.76
56.0764, -0.99, 0.05, 0.06, 8.17, 3.48, 3.11
56.0797, -1.01, 0.06, 0.03, 8.35, 4.76, 1.95
56.0830, -1.01, 0.05, 0.04, 8.54, 5.49, 1.52
56.0864, -1.02, 0.04, 0.02, 8.48, 6.46, 1.10
56.0897, -0.99, 0.03, 0.03, 8.41, 6.89, 0.61
56.0931, -1.00, 0.02, 0.08, 8.29, 7.07, -0.37
56.0964, -1.00, 0.02, 0.05, 8.05, 6.71, -2.01
56.0997, -0.99, 0.05, 0.10, 7.99, 6.40, -3.66
56.1031, -1.01, 0.06, 0.08, 7.99, 6.22, -4.70
